R device_connect OK
R device_subscribe gsr OK
E4_Acc 1502566402.5014 58 -17 15
E4_Acc 1502566402.53265 58 -17 15
E4_Bvp 1502566387.43821 5.187129
E4_Bvp 1502566387.45384 4.947803
E4_Bvp 1502566387.46946 4.382733
E4_Bvp 1502566387.48509 3.51818
E4_Bvp 1502566387.50071 2.444731
E4_Bvp 1502566387.51634 1.331005
E4_Bvp 1502566387.53197 0.2840924
E4_Bvp 1502566387.54759 -0.6332469
E4_Bvp 1502566387.56322 -1.436596
E4_Bvp 1502566387.57884 -2.123294
E4_Bvp 1502566387.59447 -2.741898
E4_Acc 1502566402.5639 58 -17 15
E4_Acc 1502566402.59516 58 -17 15
E4_Acc 1502566402.62641 58 -17 15
E4_Acc 1502566402.65766 58 -17 15
E4_Acc 1502566402.68891 58 -17 15
E4_Acc 1502566402.72016 58 -17 15
E4_Bvp 1502566387.61009 -3.317152
E4_Bvp 1502566387.62572 -3.886046
E4_Bvp 1502566387.64135 -4.495463
E4_Bvp 1502566387.65697 -5.110521
E4_Bvp 1502566387.6726 -5.644026
E4_Bvp 1502566387.68822 -5.898162
E4_Bvp 1502566387.70385 -5.693589
E4_Bvp 1502566387.71947 -4.936524
E4_Bvp 1502566387.7351 -3.676863
E4_Bvp 1502566387.75073 -2.120999
E4_Bvp 1502566387.76635 -0.5250196
E4_Acc 1502566402.75141 58 -17 15
E4_Acc 1502566402.78266 58 -17 15
E4_Acc 1502566402.81392 58 -17 15
E4_Acc 1502566402.84517 58 -17 15
E4_Acc 1502566402.87642 58 -17 15
E4_Acc 1502566402.90767 58 -17 15
E4_Bvp 1502566387.78198 0.9273543
E4_Bvp 1502566387.7976 2.15744
E4_Bvp 1502566387.81323 3.204962
E4_Bvp 1502566387.82885 4.115828
E4_Bvp 1502566387.84448 4.896074
E4_Bvp 1502566387.86011 5.472849
E4_Bvp 1502566387.87573 5.700332
E4_Bvp 1502566387.89136 5.532719
E4_Bvp 1502566387.90698 5.019126
E4_Bvp 1502566387.92261 4.364027
E4_Bvp 1502566387.93823 3.796528
E4_Bvp 1502566387.95386 3.445166
E4_Bvp 1502566387.96949 3.316564
E4_Bvp 1502566387.98511 3.271918
E4_Bvp 1502566388.00074 3.144227
E4_Bvp 1502566388.01636 2.811823
E4_Bvp 1502566388.03199 2.293938
E4_Bvp 1502566388.04761 1.680504
E4_Bvp 1502566388.06324 1.125789
E4_Bvp 1502566388.07887 0.716455
E4_Bvp 1502566388.09449 0.4535471
E4_Bvp 1502566388.11012 0.2830353
E4_Acc 1502566402.93892 58 -17 15
E4_Acc 1502566402.97017 58 -17 15
E4_Acc 1502566403.00142 58 -17 15
E4_Acc 1502566403.03268 58 -17 15
E4_Acc 1502566403.06393 59 -17 15
E4_Acc 1502566403.09518 58 -17 15
E4_Bvp 1502566388.12574 0.1178515
E4_Bvp 1502566388.14137 -0.08150601
E4_Bvp 1502566388.15699 -0.3065398
E4_Bvp 1502566388.17262 -0.5405319
E4_Bvp 1502566388.18825 -0.7844234
E4_Bvp 1502566388.20387 -1.062429
E4_Bvp 1502566388.2195 -1.470772
E4_Bvp 1502566388.23512 -2.06074
E4_Bvp 1502566388.25075 -2.862714
E4_Bvp 1502566388.26637 -3.807146
E4_Bvp 1502566388.282 -4.77628
E4_Acc 1502566403.12643 58 -17 15
E4_Acc 1502566403.15768 58 -17 15
E4_Acc 1502566403.18893 59 -17 15
E4_Acc 1502566403.22018 58 -17 15
E4_Acc 1502566403.25144 58 -17 15
E4_Acc 1502566403.28269 57 -17 15
E4_Bvp 1502566388.29763 -5.647143
E4_Bvp 1502566388.31325 -6.259292
E4_Bvp 1502566388.32888 -6.515975
E4_Bvp 1502566388.3445 -6.314126
E4_Bvp 1502566388.36013 -5.643533
E4_Bvp 1502566388.37575 -4.56288
E4_Bvp 1502566388.39138 -3.213994
E4_Bvp 1502566388.40701 -1.791906
E4_Bvp 1502566388.42263 -0.5098472
E4_Bvp 1502566388.43826 0.4737244
E4_Bvp 1502566388.45388 1.080619
E4_Acc 1502566403.31394 58 -17 15
E4_Acc 1502566403.34519 58 -17 15
E4_Acc 1502566403.37644 58 -17 15
E4_Acc 1502566403.40769 58 -17 15
E4_Acc 1502566403.43894 58 -17 15
E4_Acc 1502566403.4702 58 -17 15
E4_Gsr 1502566545.416 0.07814238
E4_Gsr 1502566545.666 0.07686136
E4_Gsr 1502566545.916 0.07942341
E4_Gsr 1502566546.166 0.08070443
E4_Gsr 1502566546.416 0.08070443
E4_Gsr 1502566546.666 0.07686136
E4_Bvp 1502566388.46951 1.325576
E4_Bvp 1502566388.48513 1.298768
E4_Bvp 1502566388.50076 1.127489
E4_Bvp 1502566388.51639 0.9391985
E4_Bvp 1502566388.53201 0.8547077
E4_Bvp 1502566388.54764 0.9229364
E4_Bvp 1502566388.56326 1.174655
E4_Bvp 1502566388.57889 1.552903
E4_Bvp 1502566388.59451 1.988344
E4_Bvp 1502566388.61014 2.369497
E4_Bvp 1502566388.62577 2.583766
E4_Acc 1502566403.50145 58 -17 15
E4_Acc 1502566403.5327 58 -17 15
E4_Acc 1502566403.56395 58 -17 15
E4_Acc 1502566403.5952 58 -17 15
E4_Acc 1502566403.62645 58 -17 15
E4_Acc 1502566403.6577 58 -17 15
E4_Bvp 1502566388.64139 2.555576
E4_Bvp 1502566388.65702 2.236709
E4_Bvp 1502566388.67264 1.652323
E4_Bvp 1502566388.68827 0.8810339
E4_Bvp 1502566388.70389 0.05999184
E4_Bvp 1502566388.71952 -0.6734686
E4_Bvp 1502566388.73515 -1.247766
E4_Bvp 1502566388.75077 -1.660469
E4_Bvp 1502566388.7664 -1.988508
E4_Bvp 1502566388.78202 -2.355348
E4_Bvp 1502566388.79765 -2.856423
E4_Acc 1502566403.68896 58 -17 15
E4_Acc 1502566403.72021 58 -17 15
E4_Acc 1502566403.75146 58 -17 15
E4_Acc 1502566403.78271 58 -17 15
E4_Acc 1502566403.81396 58 -17 15
E4_Acc 1502566403.84521 58 -17 15
E4_Bvp 1502566388.81327 -3.5422
E4_Bvp 1502566388.8289 -4.375932
E4_Bvp 1502566388.84453 -5.275182
E4_Bvp 1502566388.86015 -6.144689
E4_Bvp 1502566388.87578 -6.888143
E4_Bvp 1502566388.8914 -7.44279
E4_Bvp 1502566388.90703 -7.816398
E4_Bvp 1502566388.92265 -8.047062
E4_Bvp 1502566388.93828 -8.170968
E4_Bvp 1502566388.95391 -8.208215
E4_Bvp 1502566388.96953 -8.089104
E4_Acc 1502566403.87646 58 -17 15
E4_Acc 1502566403.90772 58 -17 15
E4_Acc 1502566403.93897 58 -17 15
E4_Acc 1502566403.97022 58 -17 15
E4_Acc 1502566404.00147 59 -17 15
E4_Acc 1502566404.03272 58 -17 15
E4_Bvp 1502566388.98516 -7.699816
E4_Bvp 1502566389.00078 -6.958175
E4_Bvp 1502566389.01641 -5.848696
E4_Bvp 1502566389.03203 -4.471561
E4_Bvp 1502566389.04766 -2.961752
E4_Bvp 1502566389.06329 -1.48794
E4_Bvp 1502566389.07891 -0.1519766
E4_Bvp 1502566389.09454 1.023782
E4_Bvp 1502566389.11016 2.023671
E4_Bvp 1502566389.12579 2.856758
E4_Bvp 1502566389.14141 3.496163
E4_Temperature 1502566374.61501 34.65
E4_Temperature 1502566374.86502 34.65
E4_Temperature 1502566375.11503 34.65
E4_Temperature 1502566375.36505 34.65
E4_Temperature 1502566375.61506 34.63
E4_Temperature 1502566375.86507 34.63
E4_Temperature 1502566376.11508 34.63
E4_Temperature 1502566376.36509 34.63
E4_Acc 1502566404.06397 58 -17 15
E4_Acc 1502566404.09522 58 -17 15
E4_Acc 1502566404.12648 58 -17 15
E4_Acc 1502566404.15773 58 -17 15
E4_Acc 1502566404.18898 58 -17 15
E4_Acc 1502566404.22023 58 -17 15
E4_Bvp 1502566389.15704 3.898808
E4_Bvp 1502566389.17267 4.03191
E4_Bvp 1502566389.18829 3.927001
E4_Bvp 1502566389.20392 3.686604
E4_Bvp 1502566389.21954 3.438928
E4_Bvp 1502566389.23517 3.317477
E4_Bvp 1502566389.25079 3.384786
E4_Bvp 1502566389.26642 3.626101
E4_Bvp 1502566389.28205 3.920186
E4_Bvp 1502566389.29767 4.11689
E4_Bvp 1502566389.3133 4.073344
E4_Acc 1502566404.25148 58 -17 15
E4_Acc 1502566404.28273 58 -17 15
E4_Acc 1502566404.31398 59 -17 15
E4_Acc 1502566404.34524 58 -17 15
E4_Acc 1502566404.37649 58 -17 15
E4_Acc 1502566404.40774 58 -17 15
E4_Bvp 1502566389.32892 3.734031
E4_Bvp 1502566389.34455 3.136126
E4_Bvp 1502566389.36017 2.368503
E4_Bvp 1502566389.3758 1.567097
E4_Bvp 1502566389.39143 0.8363781
E4_Bvp 1502566389.40705 0.2423468
E4_Bvp 1502566389.42268 -0.2394781
E4_Bvp 1502566389.4383 -0.6676292
E4_Bvp 1502566389.45393 -1.094131
E4_Bvp 1502566389.46955 -1.594733
E4_Bvp 1502566389.48518 -2.192348
E4_Acc 1502566404.43899 58 -17 15
E4_Acc 1502566404.47024 58 -17 15
E4_Acc 1502566404.50149 58 -17 15
E4_Acc 1502566404.53274 58 -17 15
E4_Acc 1502566404.564 58 -17 15
E4_Acc 1502566404.59525 58 -17 15
E4_Bvp 1502566389.50081 -2.883131
E4_Bvp 1502566389.51643 -3.644301
E4_Bvp 1502566389.53206 -4.428583
E4_Bvp 1502566389.54768 -5.186453
E4_Bvp 1502566389.56331 -5.901725
E4_Bvp 1502566389.57893 -6.505088
E4_Bvp 1502566389.59456 -6.912943
E4_Bvp 1502566389.61019 -7.009055
E4_Bvp 1502566389.62581 -6.66028
E4_Bvp 1502566389.64144 -5.805449
E4_Bvp 1502566389.65706 -4.482545
E4_Acc 1502566404.6265 58 -17 15
E4_Acc 1502566404.65775 58 -17 15
E4_Acc 1502566404.689 58 -17 15
E4_Acc 1502566404.72025 58 -17 15
E4_Acc 1502566404.7515 58 -17 15
E4_Acc 1502566404.78276 58 -17 15
E4_Bvp 1502566389.67269 -2.868461
E4_Bvp 1502566389.68831 -1.17942
E4_Bvp 1502566389.70394 0.3543129
E4_Bvp 1502566389.71957 1.590477
E4_Bvp 1502566389.73519 2.518348
E4_Bvp 1502566389.75082 3.192717
E4_Bvp 1502566389.76644 3.698829
E4_Bvp 1502566389.78207 4.057775
E4_Bvp 1502566389.79769 4.273022
E4_Bvp 1502566389.81332 4.315341
E4_Bvp 1502566389.82895 4.232514
E4_Acc 1502566404.81401 58 -17 15
E4_Acc 1502566404.84526 58 -17 15
E4_Acc 1502566404.87651 58 -17 15
E4_Acc 1502566404.90776 58 -17 15
E4_Acc 1502566404.93901 58 -17 15
E4_Acc 1502566404.97026 58 -17 15
E4_Bvp 1502566389.84457 4.118522
E4_Bvp 1502566389.8602 4.100368
E4_Bvp 1502566389.87582 4.255753
E4_Bvp 1502566389.89145 4.548665
E4_Bvp 1502566389.90707 4.8394
E4_Bvp 1502566389.9227 4.962972
E4_Bvp 1502566389.93833 4.858102
E4_Bvp 1502566389.95395 4.536981
E4_Bvp 1502566389.96958 4.139126
E4_Bvp 1502566389.9852 3.785704
E4_Bvp 1502566390.00083 3.536583
E4_Gsr 1502566546.916 0.08070443
E4_Gsr 1502566547.166 0.08070443
E4_Gsr 1502566547.416 0.07686136
E4_Gsr 1502566547.666 0.07686136
E4_Gsr 1502566547.916 0.08070443
E4_Gsr 1502566548.166 0.08198545
E4_Bvp 1502566390.01645 3.32452
E4_Bvp 1502566390.03208 3.034244
E4_Bvp 1502566390.04771 2.55351
E4_Bvp 1502566390.06333 1.83606
E4_Bvp 1502566390.07896 0.9738073
E4_Bvp 1502566390.09458 0.06324148
E4_Bvp 1502566390.11021 -0.76998
E4_Bvp 1502566390.12583 -1.481154
E4_Bvp 1502566390.14146 -2.078498
E4_Bvp 1502566390.15709 -2.61093
E4_Bvp 1502566390.17271 -3.137504
E4_Acc 1502566405.00152 58 -17 15
E4_Acc 1502566405.03277 58 -17 15
E4_Acc 1502566405.06402 58 -17 15
E4_Acc 1502566405.09527 58 -17 15
E4_Acc 1502566405.12652 58 -17 15
E4_Acc 1502566405.15777 58 -17 15
E4_Bvp 1502566390.18834 -3.651133
E4_Bvp 1502566390.20396 -4.097032
E4_Bvp 1502566390.21959 -4.402839
E4_Bvp 1502566390.23521 -4.552382
E4_Bvp 1502566390.25084 -4.521585
E4_Bvp 1502566390.26647 -4.331518
E4_Bvp 1502566390.28209 -3.968582
E4_Bvp 1502566390.29772 -3.402736
E4_Bvp 1502566390.31334 -2.578889
E4_Bvp 1502566390.32897 -1.477865
E4_Bvp 1502566390.34459 -0.1764426
E4_Acc 1502566405.18902 58 -17 15
E4_Acc 1502566405.22028 58 -17 15
E4_Acc 1502566405.25153 58 -17 15
E4_Acc 1502566405.28278 58 -17 15
E4_Acc 1502566405.31403 59 -17 15
E4_Acc 1502566405.34528 58 -17 15
E4_Bvp 1502566390.36022 1.185962
E4_Bvp 1502566390.37585 2.366233
E4_Bvp 1502566390.39147 3.181876
E4_Bvp 1502566390.4071 3.570694
E4_Bvp 1502566390.42272 3.616011
E4_Bvp 1502566390.43835 3.503808
E4_Bvp 1502566390.45397 3.424273
E4_Bvp 1502566390.4696 3.494475
E4_Bvp 1502566390.48523 3.682222
E4_Bvp 1502566390.50085 3.91697
E4_Bvp 1502566390.51648 4.092085
E4_Acc 1502566405.37653 58 -17 16
E4_Acc 1502566405.40778 58 -17 16
E4_Acc 1502566405.43904 58 -17 16
E4_Acc 1502566405.47029 58 -17 15
E4_Acc 1502566405.50154 58 -17 16
E4_Acc 1502566405.53279 59 -17 16
E4_Bvp 1502566390.5321 4.204572
E4_Bvp 1502566390.54773 4.294766
E4_Bvp 1502566390.56335 4.418491
E4_Bvp 1502566390.57898 4.577291
E4_Bvp 1502566390.59461 4.692651
E4_Bvp 1502566390.61023 4.633376
E4_Bvp 1502566390.62586 4.30034
E4_Bvp 1502566390.64148 3.716887
E4_Bvp 1502566390.65711 2.987014
E4_Bvp 1502566390.67273 2.2974
E4_Bvp 1502566390.68836 1.778724
E4_Acc 1502566405.56404 58 -17 15
E4_Acc 1502566405.59529 58 -17 16
E4_Acc 1502566405.62654 58 -17 15
E4_Acc 1502566405.6578 58 -17 16
E4_Acc 1502566405.68905 58 -17 16
E4_Acc 1502566405.7203 58 -17 16
E4_Bvp 1502566390.70399 1.456371
E4_Bvp 1502566390.71961 1.230403
E4_Bvp 1502566390.73524 0.9719324
E4_Bvp 1502566390.75086 0.5416379
E4_Bvp 1502566390.76649 -0.09366035
E4_Bvp 1502566390.78211 -0.8725471
E4_Bvp 1502566390.79774 -1.706734
E4_Bvp 1502566390.81337 -2.491319
E4_Bvp 1502566390.82899 -3.215682
E4_Bvp 1502566390.84462 -3.866999
E4_Bvp 1502566390.86024 -4.497343
E4_Acc 1502566405.75155 58 -17 16
E4_Acc 1502566405.7828 58 -17 16
E4_Acc 1502566405.81405 58 -17 16
E4_Acc 1502566405.8453 59 -17 16
E4_Acc 1502566405.87656 58 -17 15
E4_Acc 1502566405.90781 58 -17 16
E4_Bvp 1502566390.87587 -5.108401
E4_Bvp 1502566390.89149 -5.666006
E4_Bvp 1502566390.90712 -6.063797
E4_Bvp 1502566390.92275 -6.166992
E4_Bvp 1502566390.93837 -5.889541
E4_Bvp 1502566390.954 -5.203189
E4_Bvp 1502566390.96962 -4.210396
E4_Bvp 1502566390.98525 -3.041063
E4_Bvp 1502566391.00088 -1.847157
E4_Bvp 1502566391.0165 -0.7517395
E4_Bvp 1502566391.03213 0.1665707
E4_Acc 1502566405.93906 58 -17 16
E4_Acc 1502566405.97031 58 -17 16
E4_Acc 1502566406.00156 58 -17 16
E4_Acc 1502566406.03281 58 -17 16
E4_Acc 1502566406.06406 58 -17 16
E4_Acc 1502566406.09532 58 -17 16
E4_Temperature 1502566376.6151 34.65
E4_Temperature 1502566376.86512 34.65
E4_Temperature 1502566377.11513 34.65
E4_Temperature 1502566377.36514 34.65
E4_Temperature 1502566377.61515 34.65
E4_Temperature 1502566377.86516 34.65
E4_Temperature 1502566378.11518 34.65
E4_Temperature 1502566378.36519 34.65
E4_Bvp 1502566391.04775 0.8568001
E4_Bvp 1502566391.06338 1.325533
E4_Bvp 1502566391.079 1.608444
E4_Bvp 1502566391.09463 1.797737
E4_Bvp 1502566391.11026 1.977486
E4_Bvp 1502566391.12588 2.236231
E4_Bvp 1502566391.14151 2.598933
E4_Bvp 1502566391.15713 3.013002
E4_Bvp 1502566391.17276 3.380206
E4_Bvp 1502566391.18838 3.67465
E4_Bvp 1502566391.20401 3.843297
E4_Acc 1502566406.12657 58 -17 16
E4_Acc 1502566406.15782 58 -17 16
E4_Acc 1502566406.18907 58 -17 16
E4_Acc 1502566406.22032 58 -17 16
E4_Acc 1502566406.25157 58 -17 16
E4_Acc 1502566406.28282 58 -17 16
E4_Bvp 1502566391.21964 3.922658
E4_Bvp 1502566391.23526 3.923779
E4_Bvp 1502566391.25089 3.835948
E4_Bvp 1502566391.26651 3.592981
E4_Bvp 1502566391.28214 3.166546
E4_Bvp 1502566391.29776 2.590809
E4_Bvp 1502566391.31339 1.983754
E4_Bvp 1502566391.32902 1.471737
E4_Bvp 1502566391.34464 1.120406
E4_Bvp 1502566391.36027 0.8767128
E4_Bvp 1502566391.37589 0.6118059
E4_Acc 1502566406.31408 58 -17 16
E4_Acc 1502566406.34533 58 -17 16
E4_Acc 1502566406.37658 58 -17 16
E4_Acc 1502566406.40783 58 -17 16
E4_Acc 1502566406.43908 58 -17 15
E4_Acc 1502566406.47033 58 -17 16
E4_Gsr 1502566548.416 0.07686136
E4_Gsr 1502566548.666 0.07814238
E4_Gsr 1502566548.916 0.08070443
E4_Gsr 1502566549.166 0.08070443
E4_Gsr 1502566549.416 0.07686136
E4_Gsr 1502566549.666 0.07686136
E4_Bvp 1502566391.39152 0.1888943
E4_Bvp 1502566391.40714 -0.4265661
E4_Bvp 1502566391.42277 -1.167487
E4_Bvp 1502566391.4384 -1.926692
E4_Bvp 1502566391.45402 -2.627425
E4_Bvp 1502566391.46965 -3.259903
E4_Bvp 1502566391.48527 -3.87668
E4_Bvp 1502566391.5009 -4.500535
E4_Bvp 1502566391.51652 -5.136766
E4_Bvp 1502566391.53215 -5.673626
E4_Bvp 1502566391.54778 -5.982229
E4_Acc 1502566406.50158 58 -17 16
E4_Acc 1502566406.53284 58 -17 16
E4_Acc 1502566406.56409 58 -17 16
E4_Acc 1502566406.59534 58 -17 16
E4_Acc 1502566406.62659 58 -17 16
E4_Acc 1502566406.65784 58 -17 16
E4_Bvp 1502566391.5634 -5.970526
E4_Bvp 1502566391.57903 -5.592525
E4_Bvp 1502566391.59465 -4.89664
E4_Bvp 1502566391.61028 -3.974042
E4_Bvp 1502566391.6259 -2.95566
E4_Bvp 1502566391.64153 -1.951996
E4_Bvp 1502566391.65716 -1.069109
E4_Bvp 1502566391.67278 -0.3617144
E4_Bvp 1502566391.68841 0.1795158
E4_Bvp 1502566391.70403 0.5915871
E4_Bvp 1502566391.71966 0.977231
E4_Acc 1502566406.68909 58 -17 16
E4_Acc 1502566406.72034 58 -17 16
E4_Acc 1502566406.7516 58 -17 16
E4_Acc 1502566406.78285 58 -17 16
E4_Acc 1502566406.8141 58 -17 16
E4_Acc 1502566406.84535 58 -17 15
E4_Bvp 1502566391.73528 1.396947
E4_Bvp 1502566391.75091 1.867212
E4_Bvp 1502566391.76654 2.315495
E4_Bvp 1502566391.78216 2.624085
E4_Bvp 1502566391.79779 2.732749
E4_Bvp 1502566391.81341 2.648829
E4_Bvp 1502566391.82904 2.473832
E4_Bvp 1502566391.84466 2.367706
E4_Bvp 1502566391.86029 2.420963
E4_Bvp 1502566391.87592 2.622161
E4_Bvp 1502566391.89154 2.819117
E4_Acc 1502566406.8766 58 -17 16
E4_Acc 1502566406.90785 58 -17 16
E4_Acc 1502566406.9391 58 -17 16
E4_Acc 1502566406.97036 58 -17 16
E4_Acc 1502566407.00161 58 -17 16
E4_Acc 1502566407.03286 58 -17 16
E4_Bvp 1502566391.90717 2.825953
E4_Bvp 1502566391.92279 2.542203
E4_Bvp 1502566391.93842 2.019378
E4_Bvp 1502566391.95404 1.382808
E4_Bvp 1502566391.96967 0.7684278
E4_Bvp 1502566391.9853 0.220089
E4_Bvp 1502566392.00092 -0.3431835
E4_Bvp 1502566392.01655 -1.053496
E4_Bvp 1502566392.03217 -1.983179
E4_Bvp 1502566392.0478 -3.081772
E4_Bvp 1502566392.06342 -4.153069
E4_Bvp 1502566392.07905 -5.026742
E4_Bvp 1502566392.09468 -5.61897
E4_Bvp 1502566392.1103 -6.012338
E4_Bvp 1502566392.12593 -6.378325
E4_Bvp 1502566392.14155 -6.871068
E4_Bvp 1502566392.15718 -7.528491
E4_Bvp 1502566392.1728 -8.206639
E4_Bvp 1502566392.18843 -8.674194
E4_Bvp 1502566392.20406 -8.742115
E4_Bvp 1502566392.21968 -8.329568
E4_Bvp 1502566392.23531 -7.504106
E4_Acc 1502566407.06411 58 -17 16
E4_Acc 1502566407.09536 58 -17 16
E4_Acc 1502566407.12661 58 -17 16
E4_Acc 1502566407.15786 58 -17 16
E4_Acc 1502566407.18912 58 -17 16
E4_Acc 1502566407.22037 58 -17 16
E4_Bvp 1502566392.25093 -6.424257
E4_Bvp 1502566392.26656 -5.262163
E4_Bvp 1502566392.28218 -4.145842
E4_Bvp 1502566392.29781 -3.086885
E4_Bvp 1502566392.31344 -2.008686
E4_Bvp 1502566392.32906 -0.8394737
E4_Bvp 1502566392.34469 0.4194622
E4_Bvp 1502566392.36031 1.677111
E4_Bvp 1502566392.37594 2.778461
E4_Bvp 1502566392.39156 3.579077
E4_Bvp 1502566392.40719 4.048532
E4_Acc 1502566407.25162 59 -17 16
E4_Acc 1502566407.28287 58 -17 16
E4_Acc 1502566407.31412 58 -17 16
E4_Acc 1502566407.34537 58 -17 16
E4_Acc 1502566407.37662 58 -17 16
E4_Acc 1502566407.40788 58 -17 15
E4_Bvp 1502566392.42282 4.251487
E4_Bvp 1502566392.43844 4.329866
E4_Bvp 1502566392.45407 4.427354
E4_Bvp 1502566392.46969 4.568303
E4_Bvp 1502566392.48532 4.730747
E4_Bvp 1502566392.50094 4.859858
E4_Bvp 1502566392.51657 4.903574
E4_Bvp 1502566392.5322 4.854786
E4_Bvp 1502566392.54782 4.716702
E4_Bvp 1502566392.56345 4.473662
E4_Bvp 1502566392.57907 4.064121
E4_Acc 1502566407.43913 58 -17 16
E4_Acc 1502566407.47038 58 -17 16
E4_Acc 1502566407.50163 58 -17 16
E4_Acc 1502566407.53288 58 -17 16
E4_Acc 1502566407.56413 58 -17 15
E4_Acc 1502566407.59538 58 -17 16
E4_Bvp 1502566392.5947 3.465938
E4_Bvp 1502566392.61032 2.684265
E4_Bvp 1502566392.62595 1.821071
E4_Bvp 1502566392.64158 1.019777
E4_Bvp 1502566392.6572 0.3735075
E4_Bvp 1502566392.67283 -0.1147757
E4_Bvp 1502566392.68845 -0.5557804
E4_Bvp 1502566392.70408 -1.080559
E4_Bvp 1502566392.7197 -1.771667
E4_Bvp 1502566392.73533 -2.567076
E4_Bvp 1502566392.75096 -3.385164
E4_Acc 1502566407.62664 58 -17 16
E4_Acc 1502566407.65789 58 -17 16
E4_Acc 1502566407.68914 58 -17 16
E4_Acc 1502566407.72039 58 -17 16
E4_Acc 1502566407.75164 58 -17 16
E4_Acc 1502566407.78289 58 -17 16
E4_Bvp 1502566392.76658 -4.113394
E4_Bvp 1502566392.78221 -4.710717
E4_Bvp 1502566392.79783 -5.199601
E4_Bvp 1502566392.81346 -5.583838
E4_Bvp 1502566392.82908 -5.803311
E4_Bvp 1502566392.84471 -5.722657
E4_Bvp 1502566392.86034 -5.190783
E4_Bvp 1502566392.87596 -4.166603
E4_Bvp 1502566392.89159 -2.764429
E4_Bvp 1502566392.90721 -1.215357
E4_Bvp 1502566392.92284 0.2280693
E4_Acc 1502566407.81414 58 -17 16
E4_Acc 1502566407.8454 58 -17 16
E4_Acc 1502566407.87665 58 -17 16
E4_Acc 1502566407.9079 58 -16 16
E4_Acc 1502566407.93915 58 -17 16
E4_Acc 1502566407.9704 58 -17 16
E4_Gsr 1502566549.916 0.07942341
E4_Gsr 1502566550.166 0.07942341
E4_Gsr 1502566550.416 0.07686136
E4_Gsr 1502566550.666 0.07686136
E4_Gsr 1502566550.916 0.08070443
E4_Gsr 1502566551.166 0.08070443
E4_Bvp 1502566392.93846 1.384067
E4_Bvp 1502566392.95409 2.269214
E4_Bvp 1502566392.96972 2.975164
E4_Bvp 1502566392.98534 3.617281
E4_Bvp 1502566393.00097 4.27353
E4_Bvp 1502566393.01659 4.900412
E4_Bvp 1502566393.03222 5.420413
E4_Bvp 1502566393.04784 5.756248
E4_Bvp 1502566393.06347 5.887592
E4_Bvp 1502566393.0791 5.811355
E4_Bvp 1502566393.09472 5.576719
E4_Temperature 1502566378.6152 34.65
E4_Temperature 1502566378.86521 34.65
E4_Temperature 1502566379.11522 34.65
E4_Temperature 1502566379.36523 34.65
E4_Temperature 1502566379.61525 34.63
E4_Temperature 1502566379.86526 34.63
E4_Temperature 1502566380.11527 34.63
E4_Temperature 1502566380.36528 34.63
E4_Acc 1502566408.00165 58 -17 16
E4_Acc 1502566408.0329 58 -17 16
E4_Acc 1502566408.06416 58 -17 16
E4_Acc 1502566408.09541 58 -17 16
E4_Acc 1502566408.12666 58 -17 16
E4_Acc 1502566408.15791 58 -17 16
E4_Bvp 1502566393.11035 5.232461
E4_Bvp 1502566393.12597 4.857061
E4_Bvp 1502566393.1416 4.487039
E4_Bvp 1502566393.15722 4.175812
E4_Bvp 1502566393.17285 3.898251
E4_Bvp 1502566393.18848 3.580503
E4_Bvp 1502566393.2041 3.166953
E4_Bvp 1502566393.21973 2.632456
E4_Bvp 1502566393.23535 2.05399
E4_Bvp 1502566393.25098 1.532098
E4_Bvp 1502566393.2666 1.161561
E4_Acc 1502566408.18916 58 -17 16
E4_Acc 1502566408.22041 58 -17 16
E4_Acc 1502566408.25166 58 -17 16
E4_Acc 1502566408.28292 58 -17 16
E4_Acc 1502566408.31417 58 -17 16
E4_Acc 1502566408.34542 58 -17 16
E4_Bvp 1502566393.28223 0.9190991
E4_Bvp 1502566393.29786 0.6979589
E4_Bvp 1502566393.31348 0.3372741
E4_Bvp 1502566393.32911 -0.2365875
E4_Bvp 1502566393.34473 -0.9926364
E4_Bvp 1502566393.36036 -1.809909
E4_Bvp 1502566393.37598 -2.54371
E4_Bvp 1502566393.39161 -3.147965
E4_Bvp 1502566393.40724 -3.660423
E4_Bvp 1502566393.42286 -4.199041
E4_Bvp 1502566393.43849 -4.831593
E4_Acc 1502566408.37667 58 -17 16
E4_Acc 1502566408.40792 58 -17 16
E4_Acc 1502566408.43917 58 -17 16
E4_Acc 1502566408.47042 58 -17 16
E4_Acc 1502566408.50168 58 -16 16
E4_Acc 1502566408.53293 58 -16 16
E4_Bvp 1502566393.45411 -5.513818
E4_Bvp 1502566393.46974 -6.097528
E4_Bvp 1502566393.48536 -6.37007
E4_Bvp 1502566393.50099 -6.148367
E4_Bvp 1502566393.51662 -5.355964
E4_Bvp 1502566393.53224 -4.041559
E4_Bvp 1502566393.54787 -2.38281
E4_Bvp 1502566393.56349 -0.6367939
E4_Bvp 1502566393.57912 0.9486742
E4_Bvp 1502566393.59474 2.21233
E4_Bvp 1502566393.61037 3.129613
E4_Acc 1502566408.56418 58 -17 16
E4_Acc 1502566408.59543 58 -17 16
E4_Acc 1502566408.62668 58 -17 16
E4_Acc 1502566408.65793 58 -17 16
E4_Acc 1502566408.68918 58 -17 16
E4_Acc 1502566408.72044 58 -16 16
E4_Bvp 1502566393.626 3.772361
E4_Bvp 1502566393.64162 4.253121
