R device_connect OK
R device_subscribe gsr OK
E4_Bvp 1502566315.27866 3.701807
E4_Bvp 1502566315.29428 6.332773
E4_Bvp 1502566315.30991 8.746538
E4_Bvp 1502566315.32554 10.83544
E4_Bvp 1502566315.34116 12.49273
E4_Bvp 1502566315.35679 13.70308
E4_Bvp 1502566315.37241 14.49136
E4_Bvp 1502566315.38804 14.93659
E4_Bvp 1502566315.40366 15.04972
E4_Acc 1502566330.3731 59 -12 14
E4_Acc 1502566330.40435 59 -15 13
E4_Acc 1502566330.4356 61 -15 13
E4_Acc 1502566330.46685 59 -15 14
E4_Acc 1502566330.49811 60 -15 15
E4_Acc 1502566330.52936 58 -14 16
E4_Bvp 1502566315.41929 14.809
E4_Bvp 1502566315.43492 14.16449
E4_Bvp 1502566315.45054 13.08009
E4_Bvp 1502566315.46617 11.56158
E4_Bvp 1502566315.48179 9.671305
E4_Bvp 1502566315.49742 7.523273
E4_Bvp 1502566315.51304 5.216124
E4_Bvp 1502566315.52867 2.869596
E4_Bvp 1502566315.5443 0.5464058
E4_Bvp 1502566315.55992 -1.689798
E4_Bvp 1502566315.57555 -3.771887
E4_Acc 1502566330.56061 59 -13 15
E4_Acc 1502566330.59186 58 -14 15
E4_Acc 1502566330.62311 59 -14 15
E4_Acc 1502566330.65436 59 -15 15
E4_Acc 1502566330.68561 59 -16 15
E4_Acc 1502566330.71687 58 -15 15
E4_Bvp 1502566315.59117 -5.653736
E4_Bvp 1502566315.6068 -7.268385
E4_Bvp 1502566315.62242 -8.557825
E4_Bvp 1502566315.63805 -9.429293
E4_Bvp 1502566315.65368 -9.79739
E4_Bvp 1502566315.6693 -9.662987
E4_Bvp 1502566315.68493 -9.081791
E4_Bvp 1502566315.70055 -8.181438
E4_Bvp 1502566315.71618 -7.10519
E4_Bvp 1502566315.7318 -6.000504
E4_Bvp 1502566315.74743 -4.932701
E4_Bvp 1502566315.76306 -3.948475
E4_Bvp 1502566315.77868 -3.059092
E4_Bvp 1502566315.79431 -2.253878
E4_Bvp 1502566315.80993 -1.493334
E4_Bvp 1502566315.82556 -0.7497215
E4_Bvp 1502566315.84118 -0.01158524
E4_Bvp 1502566315.85681 0.7571392
E4_Bvp 1502566315.87244 1.524178
E4_Bvp 1502566315.88806 2.262268
E4_Bvp 1502566315.90369 2.908817
E4_Bvp 1502566315.91931 3.427021
E4_Acc 1502566330.74812 59 -16 15
E4_Acc 1502566330.77937 57 -18 14
E4_Acc 1502566330.81062 59 -18 15
E4_Acc 1502566330.84187 59 -16 14
E4_Acc 1502566330.87312 59 -17 14
E4_Acc 1502566330.90437 59 -17 14
E4_Bvp 1502566315.93494 3.808189
E4_Bvp 1502566315.95056 4.025047
E4_Bvp 1502566315.96619 4.067986
E4_Bvp 1502566315.98182 3.896137
E4_Bvp 1502566315.99744 3.444347
E4_Bvp 1502566316.01307 2.604214
E4_Bvp 1502566316.02869 1.283131
E4_Bvp 1502566316.04432 -0.5361443
E4_Bvp 1502566316.05994 -2.790768
E4_Bvp 1502566316.07557 -5.257645
E4_Bvp 1502566316.0912 -7.650352
E4_Acc 1502566330.93563 58 -18 15
E4_Acc 1502566330.96688 58 -18 15
E4_Acc 1502566330.99813 59 -18 14
E4_Acc 1502566331.02938 59 -18 14
E4_Acc 1502566331.06063 58 -18 14
E4_Acc 1502566331.09188 58 -17 15
E4_Bvp 1502566316.10682 -9.660599
E4_Bvp 1502566316.12245 -11.15186
E4_Bvp 1502566316.13807 -12.20098
E4_Bvp 1502566316.1537 -13.0448
E4_Bvp 1502566316.16932 -13.99542
E4_Bvp 1502566316.18495 -15.2445
E4_Bvp 1502566316.20058 -16.81422
E4_Bvp 1502566316.2162 -18.53656
E4_Bvp 1502566316.23183 -20.16764
E4_Bvp 1502566316.24745 -21.48393
E4_Bvp 1502566316.26308 -22.34604
E4_Acc 1502566331.12313 58 -17 14
E4_Acc 1502566331.15439 58 -18 14
E4_Acc 1502566331.18564 58 -18 15
E4_Acc 1502566331.21689 58 -18 15
E4_Acc 1502566331.24814 57 -17 15
E4_Acc 1502566331.27939 58 -17 15
E4_Bvp 1502566316.2787 -22.68505
E4_Bvp 1502566316.29433 -22.50737
E4_Bvp 1502566316.30996 -21.87078
E4_Bvp 1502566316.32558 -20.91151
E4_Bvp 1502566316.34121 -19.91392
E4_Bvp 1502566316.35683 -19.18937
E4_Bvp 1502566316.37246 -19.03431
E4_Bvp 1502566316.38808 -19.54489
E4_Bvp 1502566316.40371 -20.56612
E4_Bvp 1502566316.41934 -21.75537
E4_Bvp 1502566316.43496 -22.69785
E4_Acc 1502566331.31064 57 -17 15
E4_Acc 1502566331.34189 58 -17 16
E4_Acc 1502566331.37315 58 -17 16
E4_Acc 1502566331.4044 58 -17 16
E4_Acc 1502566331.43565 58 -17 16
E4_Acc 1502566331.4669 58 -17 16
E4_Gsr 1502566473.416 0.07814238
E4_Gsr 1502566473.666 0.07558034
E4_Gsr 1502566473.916 0.07814238
E4_Gsr 1502566474.166 0.07942341
E4_Gsr 1502566474.416 0.07686136
E4_Gsr 1502566474.666 0.07558034
E4_Bvp 1502566316.45059 -23.04835
E4_Bvp 1502566316.46621 -22.60967
E4_Bvp 1502566316.48184 -21.37885
E4_Bvp 1502566316.49746 -19.51332
E4_Bvp 1502566316.51309 -17.24019
E4_Bvp 1502566316.52872 -14.75353
E4_Bvp 1502566316.54434 -12.18309
E4_Bvp 1502566316.55997 -9.471003
E4_Bvp 1502566316.57559 -6.336697
E4_Bvp 1502566316.59122 -2.371258
E4_Bvp 1502566316.60684 2.841038
E4_Acc 1502566331.49815 58 -17 16
E4_Acc 1502566331.5294 58 -17 16
E4_Acc 1502566331.56065 58 -17 16
E4_Acc 1502566331.59191 57 -17 16
E4_Acc 1502566331.62316 57 -17 17
E4_Acc 1502566331.65441 57 -16 17
E4_Bvp 1502566316.62247 9.487642
E4_Bvp 1502566316.6381 17.30679
E4_Bvp 1502566316.65372 25.66273
E4_Bvp 1502566316.66935 33.58037
E4_Bvp 1502566316.68497 40.1195
E4_Bvp 1502566316.7006 44.54123
E4_Bvp 1502566316.71622 46.55111
E4_Bvp 1502566316.73185 46.34001
E4_Bvp 1502566316.74748 44.44763
E4_Bvp 1502566316.7631 41.63794
E4_Bvp 1502566316.77873 38.66415
E4_Acc 1502566331.68566 58 -16 17
E4_Acc 1502566331.71691 58 -16 17
E4_Acc 1502566331.74816 58 -16 17
E4_Acc 1502566331.77941 58 -16 17
E4_Acc 1502566331.81067 58 -16 17
E4_Acc 1502566331.84192 58 -16 17
E4_Bvp 1502566316.79435 36.21098
E4_Bvp 1502566316.80998 34.69488
E4_Bvp 1502566316.8256 34.30983
E4_Bvp 1502566316.84123 35.01226
E4_Bvp 1502566316.85686 36.58849
E4_Bvp 1502566316.87248 38.67477
E4_Bvp 1502566316.88811 40.83141
E4_Bvp 1502566316.90373 42.53367
E4_Bvp 1502566316.91936 43.2271
E4_Bvp 1502566316.93498 42.45262
E4_Bvp 1502566316.95061 39.92825
E4_Acc 1502566331.87317 58 -16 17
E4_Acc 1502566331.90442 58 -16 17
E4_Acc 1502566331.93567 58 -16 17
E4_Acc 1502566331.96692 58 -16 17
E4_Acc 1502566331.99817 58 -16 17
E4_Acc 1502566332.02943 58 -16 17
E4_Bvp 1502566316.96624 35.73007
E4_Bvp 1502566316.98186 30.26306
E4_Bvp 1502566316.99749 24.11306
E4_Bvp 1502566317.01311 17.85321
E4_Bvp 1502566317.02874 11.85568
E4_Bvp 1502566317.04436 6.257639
E4_Bvp 1502566317.05999 1.031233
E4_Bvp 1502566317.07562 -3.784592
E4_Bvp 1502566317.09124 -8.047222
E4_Bvp 1502566317.10687 -11.50714
E4_Bvp 1502566317.12249 -13.9772
E4_Temperature 1502566302.61165 34.45
E4_Temperature 1502566302.86166 34.45
E4_Temperature 1502566303.11167 34.45
E4_Temperature 1502566303.36168 34.45
E4_Temperature 1502566303.61169 34.45
E4_Temperature 1502566303.86171 34.45
E4_Temperature 1502566304.11172 34.45
E4_Temperature 1502566304.36173 34.45
E4_Acc 1502566332.06068 58 -16 17
E4_Acc 1502566332.09193 58 -16 17
E4_Acc 1502566332.12318 58 -16 16
E4_Acc 1502566332.15443 58 -16 17
E4_Acc 1502566332.18568 58 -16 17
E4_Acc 1502566332.21693 58 -16 17
E4_Bvp 1502566317.13812 -15.48251
E4_Bvp 1502566317.15374 -16.33212
E4_Bvp 1502566317.16937 -16.97305
E4_Bvp 1502566317.185 -17.79724
E4_Bvp 1502566317.20062 -18.95339
E4_Bvp 1502566317.21625 -20.31421
E4_Bvp 1502566317.23187 -21.60002
E4_Bvp 1502566317.2475 -22.56549
E4_Bvp 1502566317.26312 -23.16675
E4_Bvp 1502566317.27875 -23.54888
E4_Bvp 1502566317.29438 -23.92304
E4_Acc 1502566332.24819 58 -16 16
E4_Acc 1502566332.27944 58 -16 16
E4_Acc 1502566332.31069 58 -16 16
E4_Acc 1502566332.34194 58 -16 17
E4_Acc 1502566332.37319 58 -16 17
E4_Acc 1502566332.40444 58 -16 16
E4_Bvp 1502566317.31 -24.44068
E4_Bvp 1502566317.32563 -25.09608
E4_Bvp 1502566317.34125 -25.73478
E4_Bvp 1502566317.35688 -26.10326
E4_Bvp 1502566317.3725 -26.0237
E4_Bvp 1502566317.38813 -25.39177
E4_Bvp 1502566317.40376 -24.28539
E4_Bvp 1502566317.41938 -22.83464
E4_Bvp 1502566317.43501 -21.15477
E4_Bvp 1502566317.45063 -19.3113
E4_Bvp 1502566317.46626 -17.26389
E4_Acc 1502566332.43569 58 -16 16
E4_Acc 1502566332.46695 58 -16 16
E4_Acc 1502566332.4982 58 -16 17
E4_Acc 1502566332.52945 58 -16 16
E4_Acc 1502566332.5607 58 -16 17
E4_Acc 1502566332.59195 58 -16 17
E4_Bvp 1502566317.48188 -14.90612
E4_Bvp 1502566317.49751 -12.15616
E4_Bvp 1502566317.51314 -9.018593
E4_Bvp 1502566317.52876 -5.62336
E4_Bvp 1502566317.54439 -2.141785
E4_Bvp 1502566317.56001 1.229408
E4_Bvp 1502566317.57564 4.391495
E4_Bvp 1502566317.59126 7.366943
E4_Bvp 1502566317.60689 10.24931
E4_Bvp 1502566317.62252 13.04908
E4_Bvp 1502566317.63814 15.63396
E4_Acc 1502566332.6232 58 -16 17
E4_Acc 1502566332.65445 58 -16 16
E4_Acc 1502566332.68571 58 -16 17
E4_Acc 1502566332.71696 58 -16 17
E4_Acc 1502566332.74821 58 -16 17
E4_Acc 1502566332.77946 58 -16 17
E4_Bvp 1502566317.65377 17.7007
E4_Bvp 1502566317.66939 18.91656
E4_Bvp 1502566317.68502 19.06441
E4_Bvp 1502566317.70064 18.16474
E4_Bvp 1502566317.71627 16.48011
E4_Bvp 1502566317.7319 14.38919
E4_Bvp 1502566317.74752 12.21046
E4_Bvp 1502566317.76315 10.05106
E4_Bvp 1502566317.77877 7.864693
E4_Bvp 1502566317.7944 5.467125
E4_Bvp 1502566317.81002 2.77787
E4_Bvp 1502566317.82565 -0.1399765
E4_Bvp 1502566317.84128 -3.083359
E4_Bvp 1502566317.8569 -5.808426
E4_Bvp 1502566317.87253 -8.144844
E4_Bvp 1502566317.88815 -10.01891
E4_Bvp 1502566317.90378 -11.41679
E4_Bvp 1502566317.9194 -12.31661
E4_Bvp 1502566317.93503 -12.67998
E4_Bvp 1502566317.95066 -12.45467
E4_Bvp 1502566317.96628 -11.64525
E4_Bvp 1502566317.98191 -10.36908
E4_Acc 1502566332.81071 58 -16 17
E4_Acc 1502566332.84196 58 -16 16
E4_Acc 1502566332.87321 58 -16 17
E4_Acc 1502566332.90447 58 -15 17
E4_Acc 1502566332.93572 58 -16 17
E4_Acc 1502566332.96697 58 -16 17
E4_Gsr 1502566474.916 0.07814238
E4_Gsr 1502566475.166 0.07558034
E4_Gsr 1502566475.416 0.07558034
E4_Gsr 1502566475.666 0.07558034
E4_Gsr 1502566475.916 0.07942341
E4_Gsr 1502566476.166 0.07942341
E4_Bvp 1502566317.99753 -8.790573
E4_Bvp 1502566318.01316 -7.103462
E4_Bvp 1502566318.02878 -5.445221
E4_Bvp 1502566318.04441 -3.903008
E4_Bvp 1502566318.06004 -2.521751
E4_Bvp 1502566318.07566 -1.43499
E4_Bvp 1502566318.09129 -0.7767563
E4_Bvp 1502566318.10691 -0.649231
E4_Bvp 1502566318.12254 -1.088478
E4_Bvp 1502566318.13816 -1.969254
E4_Bvp 1502566318.15379 -3.109184
E4_Acc 1502566332.99822 58 -15 17
E4_Acc 1502566333.02947 58 -15 17
E4_Acc 1502566333.06072 58 -15 17
E4_Acc 1502566333.09197 58 -15 17
E4_Acc 1502566333.12323 58 -15 17
E4_Acc 1502566333.15448 58 -15 18
E4_Bvp 1502566318.16942 -4.290306
E4_Bvp 1502566318.18504 -5.339699
E4_Bvp 1502566318.20067 -6.132256
E4_Bvp 1502566318.21629 -6.639603
E4_Bvp 1502566318.23192 -6.884285
E4_Bvp 1502566318.24754 -6.946037
E4_Bvp 1502566318.26317 -6.942947
E4_Bvp 1502566318.2788 -6.971458
E4_Bvp 1502566318.29442 -7.078728
E4_Bvp 1502566318.31005 -7.222214
E4_Bvp 1502566318.32567 -7.274551
E4_Acc 1502566333.18573 58 -15 18
E4_Acc 1502566333.21698 58 -15 17
E4_Acc 1502566333.24823 58 -15 17
E4_Acc 1502566333.27948 58 -15 17
E4_Acc 1502566333.31073 58 -15 17
E4_Acc 1502566333.34199 58 -15 17
E4_Bvp 1502566318.3413 -7.078934
E4_Bvp 1502566318.35692 -6.583443
E4_Bvp 1502566318.37255 -5.856247
E4_Bvp 1502566318.38818 -5.125763
E4_Bvp 1502566318.4038 -4.632523
E4_Bvp 1502566318.41943 -4.536842
E4_Bvp 1502566318.43505 -4.873535
E4_Bvp 1502566318.45068 -5.488976
E4_Bvp 1502566318.4663 -6.169868
E4_Bvp 1502566318.48193 -6.680313
E4_Bvp 1502566318.49756 -6.907768
E4_Acc 1502566333.37324 59 -15 16
E4_Acc 1502566333.40449 59 -15 16
E4_Acc 1502566333.43574 59 -16 16
E4_Acc 1502566333.46699 59 -16 16
E4_Acc 1502566333.49824 58 -15 17
E4_Acc 1502566333.52949 58 -14 17
E4_Bvp 1502566318.51318 -6.737671
E4_Bvp 1502566318.52881 -6.159767
E4_Bvp 1502566318.54443 -5.164322
E4_Bvp 1502566318.56006 -3.748222
E4_Bvp 1502566318.57568 -1.975014
E4_Bvp 1502566318.59131 0.03627777
E4_Bvp 1502566318.60694 2.121765
E4_Bvp 1502566318.62256 4.097794
E4_Bvp 1502566318.63819 5.794434
E4_Bvp 1502566318.65381 7.137283
E4_Bvp 1502566318.66944 8.021873
E4_Acc 1502566333.56075 58 -15 16
E4_Acc 1502566333.592 58 -15 15
E4_Acc 1502566333.62325 59 -16 15
E4_Acc 1502566333.6545 59 -16 15
E4_Acc 1502566333.68575 59 -15 16
E4_Acc 1502566333.717 59 -14 17
E4_Bvp 1502566318.68506 8.418167
E4_Bvp 1502566318.70069 8.314415
E4_Bvp 1502566318.71632 7.69754
E4_Bvp 1502566318.73194 6.654648
E4_Bvp 1502566318.74757 5.336441
E4_Bvp 1502566318.76319 3.949501
E4_Bvp 1502566318.77882 2.698601
E4_Bvp 1502566318.79444 1.731537
E4_Bvp 1502566318.81007 1.061249
E4_Bvp 1502566318.8257 0.6494675
E4_Bvp 1502566318.84132 0.3439026
E4_Acc 1502566333.74825 57 -15 16
E4_Acc 1502566333.77951 58 -15 17
E4_Acc 1502566333.81076 58 -15 16
E4_Acc 1502566333.84201 58 -15 16
E4_Acc 1502566333.87326 58 -15 16
E4_Acc 1502566333.90451 58 -15 16
E4_Bvp 1502566318.85695 -0.001541138
E4_Bvp 1502566318.87257 -0.4926453
E4_Bvp 1502566318.8882 -1.167511
E4_Bvp 1502566318.90382 -1.976799
E4_Bvp 1502566318.91945 -2.824051
E4_Bvp 1502566318.93508 -3.619003
E4_Bvp 1502566318.9507 -4.30867
E4_Bvp 1502566318.96633 -4.888725
E4_Bvp 1502566318.98195 -5.370483
E4_Bvp 1502566318.99758 -5.801064
E4_Bvp 1502566319.0132 -6.238815
E4_Acc 1502566333.93576 59 -15 16
E4_Acc 1502566333.96701 59 -15 16
E4_Acc 1502566333.99827 59 -15 16
E4_Acc 1502566334.02952 59 -15 16
E4_Acc 1502566334.06077 59 -15 16
E4_Acc 1502566334.09202 59 -15 15
E4_Temperature 1502566304.61174 34.47
E4_Temperature 1502566304.86175 34.47
E4_Temperature 1502566305.11176 34.47
E4_Temperature 1502566305.36178 34.47
E4_Temperature 1502566305.61179 34.47
E4_Temperature 1502566305.8618 34.47
E4_Temperature 1502566306.11181 34.47
E4_Temperature 1502566306.36182 34.47
E4_Bvp 1502566319.02883 -6.755127
E4_Bvp 1502566319.04446 -7.389717
E4_Bvp 1502566319.06008 -8.180344
E4_Bvp 1502566319.07571 -9.110519
E4_Bvp 1502566319.09133 -10.12654
E4_Bvp 1502566319.10696 -11.09958
E4_Bvp 1502566319.12258 -11.87473
E4_Bvp 1502566319.13821 -12.2639
E4_Bvp 1502566319.15384 -12.07794
E4_Bvp 1502566319.16946 -11.15266
E4_Bvp 1502566319.18509 -9.413826
E4_Acc 1502566334.12327 59 -15 16
E4_Acc 1502566334.15452 59 -15 16
E4_Acc 1502566334.18577 59 -15 15
E4_Acc 1502566334.21703 59 -15 15
E4_Acc 1502566334.24828 59 -15 15
E4_Acc 1502566334.27953 59 -15 16
E4_Bvp 1502566319.20071 -6.91346
E4_Bvp 1502566319.21634 -3.84491
E4_Bvp 1502566319.23196 -0.518055
E4_Bvp 1502566319.24759 2.731201
E4_Bvp 1502566319.26322 5.655796
E4_Bvp 1502566319.27884 8.120907
E4_Bvp 1502566319.29447 10.11464
E4_Bvp 1502566319.31009 11.61267
E4_Bvp 1502566319.32572 12.59616
E4_Bvp 1502566319.34134 12.9199
E4_Bvp 1502566319.35697 12.43777
E4_Acc 1502566334.31078 59 -15 15
E4_Acc 1502566334.34203 59 -15 15
E4_Acc 1502566334.37328 59 -15 15
E4_Acc 1502566334.40453 59 -15 15
E4_Acc 1502566334.43579 59 -15 15
E4_Acc 1502566334.46704 59 -16 15
E4_Gsr 1502566476.416 0.07558034
E4_Gsr 1502566476.666 0.07814238
E4_Gsr 1502566476.916 0.07942341
E4_Gsr 1502566477.166 0.07558034
E4_Gsr 1502566477.416 0.07558034
E4_Gsr 1502566477.666 0.07814238
E4_Bvp 1502566319.3726 11.0513
E4_Bvp 1502566319.38822 8.804207
E4_Bvp 1502566319.40385 5.879612
E4_Bvp 1502566319.41947 2.578335
E4_Bvp 1502566319.4351 -0.7572403
E4_Bvp 1502566319.45072 -3.807163
E4_Bvp 1502566319.46635 -6.304455
E4_Bvp 1502566319.48198 -8.048962
E4_Bvp 1502566319.4976 -8.932278
E4_Bvp 1502566319.51323 -8.857502
E4_Bvp 1502566319.52885 -7.763786
E4_Acc 1502566334.49829 59 -16 15
E4_Acc 1502566334.52954 59 -15 15
E4_Acc 1502566334.56079 59 -16 15
E4_Acc 1502566334.59204 59 -16 15
E4_Acc 1502566334.62329 59 -16 15
E4_Acc 1502566334.65455 59 -16 15
E4_Bvp 1502566319.54448 -5.631229
E4_Bvp 1502566319.5601 -2.506985
E4_Bvp 1502566319.57573 1.473255
E4_Bvp 1502566319.59136 6.01984
E4_Bvp 1502566319.60698 10.74875
E4_Bvp 1502566319.62261 15.22864
E4_Bvp 1502566319.63823 19.08274
E4_Bvp 1502566319.65386 22.02493
E4_Bvp 1502566319.66948 23.85579
E4_Bvp 1502566319.68511 24.44273
E4_Bvp 1502566319.70074 23.70819
E4_Acc 1502566334.6858 59 -16 15
E4_Acc 1502566334.71705 59 -15 15
E4_Acc 1502566334.7483 58 -15 15
E4_Acc 1502566334.77955 58 -16 15
E4_Acc 1502566334.8108 59 -16 15
E4_Acc 1502566334.84205 59 -15 15
E4_Bvp 1502566319.71636 21.63942
E4_Bvp 1502566319.73199 18.323
E4_Bvp 1502566319.74761 14.04671
E4_Bvp 1502566319.76324 9.229977
E4_Bvp 1502566319.77886 4.387817
E4_Bvp 1502566319.79449 0.00271225
E4_Bvp 1502566319.81012 -3.589401
E4_Bvp 1502566319.82574 -6.259434
E4_Bvp 1502566319.84137 -8.03339
E4_Bvp 1502566319.85699 -9.051804
E4_Bvp 1502566319.87262 -9.536312
E4_Bvp 1502566319.88824 -9.703781
E4_Bvp 1502566319.90387 -9.715725
E4_Bvp 1502566319.9195 -9.673389
E4_Bvp 1502566319.93512 -9.625885
E4_Bvp 1502566319.95075 -9.50425
E4_Bvp 1502566319.96637 -9.224171
E4_Bvp 1502566319.982 -8.654633
E4_Bvp 1502566319.99762 -7.689354
E4_Bvp 1502566320.01325 -6.317795
E4_Bvp 1502566320.02888 -4.572536
E4_Bvp 1502566320.0445 -2.578136
E4_Acc 1502566334.87331 59 -16 15
E4_Acc 1502566334.90456 59 -16 15
E4_Acc 1502566334.93581 59 -16 15
E4_Acc 1502566334.96706 59 -16 15
E4_Acc 1502566334.99831 58 -16 15
E4_Acc 1502566335.02956 59 -16 15
E4_Bvp 1502566320.06013 -0.488121
E4_Bvp 1502566320.07575 1.507198
E4_Bvp 1502566320.09138 3.252831
E4_Bvp 1502566320.107 4.573849
E4_Bvp 1502566320.12263 5.359348
E4_Bvp 1502566320.13826 5.520386
E4_Bvp 1502566320.15388 5.072109
E4_Bvp 1502566320.16951 4.081379
E4_Bvp 1502566320.18513 2.68293
E4_Bvp 1502566320.20076 1.037876
E4_Bvp 1502566320.21638 -0.7346153
E4_Acc 1502566335.06081 59 -15 15
E4_Acc 1502566335.09207 59 -16 15
E4_Acc 1502566335.12332 59 -16 15
E4_Acc 1502566335.15457 59 -16 15
E4_Acc 1502566335.18582 59 -16 15
E4_Acc 1502566335.21707 59 -16 15
E4_Bvp 1502566320.23201 -2.56163
E4_Bvp 1502566320.24764 -4.44754
E4_Bvp 1502566320.26326 -6.405151
E4_Bvp 1502566320.27889 -8.412994
E4_Bvp 1502566320.29451 -10.36168
E4_Bvp 1502566320.31014 -12.07396
E4_Bvp 1502566320.32576 -13.35243
E4_Bvp 1502566320.34139 -14.04165
E4_Bvp 1502566320.35702 -14.16082
E4_Bvp 1502566320.37264 -13.85595
E4_Bvp 1502566320.38827 -13.31993
E4_Acc 1502566335.24832 59 -16 15
E4_Acc 1502566335.27957 59 -16 15
E4_Acc 1502566335.31083 59 -16 15
E4_Acc 1502566335.34208 59 -16 14
E4_Acc 1502566335.37333 59 -16 14
E4_Acc 1502566335.40458 59 -16 14
E4_Bvp 1502566320.40389 -12.72281
E4_Bvp 1502566320.41952 -12.08995
E4_Bvp 1502566320.43514 -11.27713
E4_Bvp 1502566320.45077 -10.04954
E4_Bvp 1502566320.4664 -8.19375
E4_Bvp 1502566320.48202 -5.631155
E4_Bvp 1502566320.49765 -2.510677
E4_Bvp 1502566320.51327 0.8790627
E4_Bvp 1502566320.5289 4.226715
E4_Bvp 1502566320.54452 7.344343
E4_Bvp 1502566320.56015 10.14316
E4_Acc 1502566335.43583 59 -16 14
E4_Acc 1502566335.46708 59 -16 14
E4_Acc 1502566335.49833 59 -16 14
E4_Acc 1502566335.52959 59 -16 14
E4_Acc 1502566335.56084 58 -16 14
E4_Acc 1502566335.59209 59 -17 15
E4_Bvp 1502566320.57578 12.64039
E4_Bvp 1502566320.5914 14.80491
E4_Bvp 1502566320.60703 16.50717
E4_Bvp 1502566320.62265 17.55518
E4_Bvp 1502566320.63828 17.79325
E4_Bvp 1502566320.6539 17.26784
E4_Bvp 1502566320.66953 16.23232
E4_Bvp 1502566320.68516 15.07495
E4_Bvp 1502566320.70078 14.118
E4_Bvp 1502566320.71641 13.50352
E4_Bvp 1502566320.73203 13.10025
E4_Acc 1502566335.62334 58 -16 14
E4_Acc 1502566335.65459 59 -16 14
E4_Acc 1502566335.68584 59 -17 14
E4_Acc 1502566335.71709 59 -17 14
E4_Acc 1502566335.74835 59 -17 13
E4_Acc 1502566335.7796 59 -17 14
E4_Bvp 1502566320.74766 12.65019
E4_Bvp 1502566320.76328 11.90417
E4_Bvp 1502566320.77891 10.80947
E4_Bvp 1502566320.79454 9.496708
E4_Bvp 1502566320.81016 8.201454
E4_Bvp 1502566320.82579 7.144941
E4_Bvp 1502566320.84141 6.421141
E4_Bvp 1502566320.85704 5.964918
E4_Bvp 1502566320.87266 5.641045
E4_Bvp 1502566320.88829 5.319841
E4_Bvp 1502566320.90392 4.918844
E4_Acc 1502566335.81085 59 -17 14
E4_Acc 1502566335.8421 58 -17 14
E4_Acc 1502566335.87335 59 -17 14
E4_Acc 1502566335.9046 59 -17 13
E4_Acc 1502566335.93585 59 -17 13
E4_Acc 1502566335.96711 58 -17 14
E4_Gsr 1502566477.916 0.07814238
E4_Gsr 1502566478.166 0.07558034
E4_Gsr 1502566478.416 0.07558034
E4_Gsr 1502566478.666 0.07942341
E4_Gsr 1502566478.916 0.07942341
E4_Gsr 1502566479.166 0.07558034
E4_Bvp 1502566320.91954 4.388855
E4_Bvp 1502566320.93517 3.737009
E4_Bvp 1502566320.95079 2.897928
E4_Bvp 1502566320.96642 1.842957
E4_Bvp 1502566320.98204 0.5564365
E4_Bvp 1502566320.99767 -0.8812103
E4_Bvp 1502566321.0133 -2.31333
E4_Bvp 1502566321.02892 -3.544937
E4_Bvp 1502566321.04455 -4.418684
E4_Bvp 1502566321.06017 -4.854427
E4_Bvp 1502566321.0758 -4.876928
E4_Temperature 1502566306.61183 34.49
E4_Temperature 1502566306.86185 34.49
E4_Temperature 1502566307.11186 34.49
E4_Temperature 1502566307.36187 34.49
E4_Temperature 1502566307.61188 34.47
E4_Temperature 1502566307.86189 34.47
E4_Temperature 1502566308.1119 34.47
E4_Temperature 1502566308.36192 34.47
E4_Acc 1502566335.99836 58 -17 14
E4_Acc 1502566336.02961 59 -17 14
E4_Acc 1502566336.06086 59 -17 13
E4_Acc 1502566336.09211 59 -17 14
E4_Acc 1502566336.12336 59 -17 13
E4_Acc 1502566336.15461 59 -17 13
E4_Bvp 1502566321.09142 -4.566811
E4_Bvp 1502566321.10705 -4.015955
E4_Bvp 1502566321.12268 -3.273373
E4_Bvp 1502566321.1383 -2.362011
E4_Bvp 1502566321.15393 -1.30456
E4_Bvp 1502566321.16955 -0.1267891
E4_Bvp 1502566321.18518 1.091179
E4_Bvp 1502566321.2008 2.248549
E4_Bvp 1502566321.21643 3.253027
E4_Bvp 1502566321.23206 4.022436
E4_Bvp 1502566321.24768 4.527582
E4_Acc 1502566336.18587 59 -17 14
E4_Acc 1502566336.21712 59 -17 14
E4_Acc 1502566336.24837 59 -17 14
E4_Acc 1502566336.27962 59 -17 14
E4_Acc 1502566336.31087 59 -17 14
E4_Acc 1502566336.34212 59 -17 13
E4_Bvp 1502566321.26331 4.725813
E4_Bvp 1502566321.27893 4.601765
E4_Bvp 1502566321.29456 4.166969
E4_Bvp 1502566321.31018 3.428179
E4_Bvp 1502566321.32581 2.495949
E4_Bvp 1502566321.34144 1.504747
E4_Bvp 1502566321.35706 0.6452675
E4_Bvp 1502566321.37269 0.05810165
E4_Bvp 1502566321.38831 -0.1633778
E4_Bvp 1502566321.40394 -0.04474831
E4_Bvp 1502566321.41956 0.3005428
E4_Acc 1502566336.37337 59 -17 14
E4_Acc 1502566336.40463 59 -17 14
E4_Acc 1502566336.43588 59 -17 14
E4_Acc 1502566336.46713 59 -17 14
E4_Acc 1502566336.49838 59 -17 14
E4_Acc 1502566336.52963 59 -17 14
E4_Bvp 1502566321.43519 0.6740818
E4_Bvp 1502566321.45082 0.9160538
E4_Bvp 1502566321.46644 0.9681454
E4_Bvp 1502566321.48207 0.8557358
E4_Bvp 1502566321.49769 0.6870499
